word,bias,group
/c/en/abbot,,
/c/en/able_seaman,,
/c/en/adonis,,
/c/en/aircraftsman,,
/c/en/aircrewman,,
/c/en/alderman,,
/c/en/altar_boy,,
/c/en/ape-man,,
/c/en/apostle,,
/c/en/archbishop,,
/c/en/archdeacon,,
/c/en/archpriest,,
/c/en/armiger,,
/c/en/artilleryman,,
/c/en/assemblyman,,
/c/en/augustinian,,
/c/en/austin_friar,,
/c/en/babu,,
/c/en/bacchant,,
/c/en/bachelor,,
/c/en/backroom_boy,,
/c/en/baggageman,,
/c/en/bagman,,
/c/en/ball_boy,,
/c/en/ballet_master,,
/c/en/bandsman,,
/c/en/baritone,,
/c/en/baron,,
/c/en/basileus,,
/c/en/bass,,
/c/en/bat_boy,,
/c/en/batman,0.7213377356529236,male
/c/en/beadsman,0.7213693261146545,male
/c/en/beggarman,,
/c/en/bellboy,,
/c/en/benedick,,
/c/en/best_man,,
/c/en/bey,,
/c/en/big_brother,,
/c/en/black_man,,
/c/en/blade,,
/c/en/blood_brother,,
/c/en/boatman,,
/c/en/bondman,,
/c/en/bondsman,,
/c/en/border_patrolman,,
/c/en/boy,0.6720191836357117,male
/c/en/boy_scout,,
/c/en/boy_wonder,,
/c/en/boyfriend,,
/c/en/brahman,,
/c/en/brakeman,,
/c/en/broth_of_a_boy,,
/c/en/brother,0.18197758495807648,male
/c/en/brother-in-law,,
/c/en/brunet,,
/c/en/buddy,0.023938806727528572,male
/c/en/bull,,
/c/en/bullyboy,,
/c/en/burgrave,,
/c/en/busboy,,
/c/en/bushman,,
/c/en/businessman,0.008637983351945877,male
/c/en/butler,0.05249461159110069,male
/c/en/cabin_boy,,
/c/en/cameraman,,
/c/en/capo,,
/c/en/career_man,,
/c/en/casanova,,
/c/en/castrato,,
/c/en/catamite,,
/c/en/cattleman,0.7213693261146545,male
/c/en/cavalier,,
/c/en/cavalryman,,
/c/en/caveman,,
/c/en/centurion,,
/c/en/chairman_of_the_board,,
/c/en/chapman,,
/c/en/charon,,
/c/en/choirboy,,
/c/en/church_father,,
/c/en/city_man,,
/c/en/clansman,,
/c/en/clergyman,0.010186371393501759,male
/c/en/cleric,0.009411358274519444,male
/c/en/closet_queen,,
/c/en/coachman,,
/c/en/coalman,,
/c/en/coastguardsman,,
/c/en/codger,,
/c/en/coiffeur,,
/c/en/committeeman,,
/c/en/company_man,,
/c/en/confidence_man,,
/c/en/congressman,,
/c/en/cornishman,,
/c/en/councilman,,
/c/en/count,0.0097122797742486,male
/c/en/countertenor,,
/c/en/countryman,0.02569686248898506,male
/c/en/cowboy,,
/c/en/craftsman,,
/c/en/crewman,,
/c/en/crown_prince,,
/c/en/cub,,
/c/en/cub_scout,,
/c/en/cuckold,,
/c/en/curandero,,
/c/en/cyril,,
/c/en/czar,,
/c/en/dad,0.5582103133201599,male
/c/en/dairyman,,
/c/en/dalesman,,
/c/en/dandy,,
/c/en/danseur,,
/c/en/dauphin,,
/c/en/dayboy,,
/c/en/deacon,,
/c/en/deadbeat_dad,,
/c/en/dean,0.005004463251680136,male
/c/en/deliveryman,,
/c/en/dirty_old_man,,
/c/en/dog,0.0002251724508823827,male
/c/en/doge,,
/c/en/domestic_prelate,,
/c/en/don,,
/c/en/don_juan,,
/c/en/doorkeeper,0.027697525918483734,male
/c/en/doughboy,,
/c/en/draftsman,,
/c/en/dragoman,,
/c/en/duke,,
/c/en/dutch_uncle,,
/c/en/eagle_scout,,
/c/en/earl,,
/c/en/earl_marshal,,
/c/en/ejaculator,,
/c/en/elder_statesman,,
/c/en/elector,,
/c/en/emir,,
/c/en/emperor,,
/c/en/end_man,,
/c/en/englishman,,
/c/en/enlisted_man,,
/c/en/ent_man,,
/c/en/eparch,,
/c/en/esquire,,
/c/en/ethnarch,,
/c/en/everyman,,
/c/en/ex-boyfriend,,
/c/en/ex-husband,,
/c/en/exarch,,
/c/en/excavator,,
/c/en/family_man,,
/c/en/fancy_man,,
/c/en/farm_boy,,
/c/en/fathead,,
/c/en/father,0.6228293180465698,male
/c/en/father_figure,,
/c/en/father-figure,,
/c/en/father-in-law,,
/c/en/fauntleroy,,
/c/en/favorite_son,,
/c/en/fellow,0.5675770044326782,male
/c/en/ferryman,,
/c/en/feudal_lord,,
/c/en/fireman,0.010410327464342117,male
/c/en/first_baseman,,
/c/en/fisherman,0.004697995260357857,male
/c/en/flamen,,
/c/en/footman,,
/c/en/forefather,,
/c/en/foreman,0.689766526222229,male
/c/en/foster-brother,,
/c/en/foster-father,,
/c/en/foster-son,,
/c/en/four-minute_man,,
/c/en/franklin,,
/c/en/freedman,0.7279233336448669,male
/c/en/freeman,0.5082471370697021,male
/c/en/frenchman,,
/c/en/friar,,
/c/en/front_man,,
/c/en/frontiersman,,
/c/en/fugleman,,
/c/en/g-man,,
/c/en/gagman,,
/c/en/galoot,,
/c/en/ganger,,
/c/en/garbage_man,,
/c/en/gasman,,
/c/en/gaucho,,
/c/en/gay_man,,
/c/en/geezer,,
/c/en/gent,,
/c/en/gentleman,0.7030414342880249,male
/c/en/gentlemen,0.04120791330933571,male
/c/en/gillie,,
/c/en/gitano,,
/c/en/godfather,,
/c/en/godson,,
/c/en/goliard,,
/c/en/good_old_boy,,
/c/en/grand_duke,,
/c/en/grandee,,
/c/en/grandfather,0.0036343387328088284,male
/c/en/grandson,0.0036227747332304716,male
/c/en/grass_widower,,
/c/en/great_grandfather,,
/c/en/great_grandson,,
/c/en/great-nephew,,
/c/en/great-uncle,,
/c/en/grocery_boy,,
/c/en/groom,,
/c/en/groomsman,,
/c/en/groundsman,,
/c/en/guardsman,,
/c/en/gunman,,
/c/en/guy,0.7056064605712891,male
/c/en/handyman,,
/c/en/hangman,,
/c/en/hatchet_man,,
/c/en/he,0.7213201522827148,male
