end_id,end_label,start_id,start_label,rel_id,surface_text,weight,dataset
/c/en/cleaner,you are cleaner,/c/en/having_bath,having a bath,/r/Causes,Something that might happen as a consequence of [[having a bath]] is [[you are cleaner]],2.0,/d/conceptnet/4/en
/c/en/cleaner/n/wn/person,cleaner,/c/en/street_cleaner/n/wn/person,street cleaner,/r/IsA,[[street cleaner]] is a type of [[cleaner]],2.0,/d/wordnet/3.1
/c/en/cleaner/n/wn/person,cleaner,/c/en/chimneysweeper/n/wn/person,chimneysweeper,/r/IsA,[[chimneysweeper]] is a type of [[cleaner]],2.0,/d/wordnet/3.1
/c/en/cleansing_agent/n/wn/artifact,cleansing agent,/c/en/cleaner/n/wn/artifact,cleaner,/r/Synonym,[[cleaner]] is a synonym of [[cleansing agent]],2.0,/d/wordnet/3.1
/c/en/cleaner/n/wn/person,cleaner,/c/en/dry_cleaner/n/wn/person,dry cleaner,/r/Synonym,[[dry cleaner]] is a synonym of [[cleaner]],2.0,/d/wordnet/3.1
/c/en/laborer/n/wn/person,laborer,/c/en/cleaner/n/wn/person,cleaner,/r/IsA,[[cleaner]] is a type of [[laborer]],2.0,/d/wordnet/3.1
/c/en/cleaner/n/wn/person,cleaner,/c/en/charwoman/n/wn/person,charwoman,/r/IsA,[[charwoman]] is a type of [[cleaner]],2.0,/d/wordnet/3.1
/c/en/cleaner,cleaner,/c/en/paste,paste,/r/RelatedTo,[[paste]] is related to [[cleaner]],1.4459999999999997,/d/verbosity
/c/en/cleaner,cleaner,/c/en/polish,polish,/r/RelatedTo,[[polish]] is related to [[cleaner]],1.2389999999999999,/d/verbosity
/c/en/observer/n/wn/person,observer,/c/en/commentator/n/wn/person,commentator,/r/Synonym,[[commentator]] is a synonym of [[observer]],2.0,/d/wordnet/3.1
/c/en/commentator/n/wn/person,commentator,/c/en/reviewer/n/wn/person,reviewer,/r/Synonym,[[reviewer]] is a synonym of [[commentator]],2.0,/d/wordnet/3.1
/c/en/writer/n/wn/person,writer,/c/en/commentator/n/wn/person,commentator,/r/IsA,[[commentator]] is a type of [[writer]],2.0,/d/wordnet/3.1
/c/en/compatriot/n/wn/person,compatriot,/c/en/countrywoman/n/wn/person,countrywoman,/r/IsA,[[countrywoman]] is a type of [[compatriot]],2.0,/d/wordnet/3.1
/c/en/national/n/wn/person,national,/c/en/compatriot/n/wn/person,compatriot,/r/IsA,[[compatriot]] is a type of [[national]],2.0,/d/wordnet/3.1
/c/en/compatriot/n/wn/person,compatriot,/c/en/countryman/n/wn/person,countryman,/r/IsA,[[countryman]] is a type of [[compatriot]],2.0,/d/wordnet/3.1
/c/en/fellow,fellow,/c/en/compatriot/n,compatriot,/r/Synonym,,1.0,/d/wiktionary/en
/c/en/countryman,countryman,/c/en/compatriot/n,compatriot,/r/Synonym,,1.0,/d/wiktionary/fr
/c/en/compatriot,compatriot,/c/en/compatriotship,compatriotship,/r/DerivedFrom,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/compatriotship/n,compatriotship,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/patriotism/n,patriotism,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/stranger/n,stranger,/r/Antonym,,1.0,/d/wiktionary/en
/c/en/country,country,/c/en/compatriot/n,compatriot,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/compatriotism,compatriotism,/r/DerivedFrom,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/countryman/n,countryman,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/countryman/n,countryman,/r/Synonym,,1.0,/d/wiktionary/fr
/c/en/compatriot,compatriot,/c/en/compatriotic,compatriotic,/r/DerivedFrom,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/compatriots/n,compatriots,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/person/n,person,/c/en/compatriot/n,compatriot,/r/IsA,,1.0,/d/opencyc
/c/en/compatriot,compatriot,/c/en/oikophobia/n,oikophobia,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/compatriotic/a,compatriotic,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/compatriate/n,compatriate,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/paisano/n,paisano,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/compatriotism/n,compatriotism,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/patriotism,patriotism,/c/en/compatriot/a,compatriot,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/countrywoman/n,countrywoman,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/patriot/n,patriot,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/compatriot,compatriot,/c/en/compatriots/n,compatriots,/r/RelatedTo,,1.0,/d/wiktionary/fr
/c/en/crewmember,crewmember,/c/en/crewperson/n,crewperson,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/crewmember,crewmember,/c/en/prize_crew/n,prize crew,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/member/n/wikt/en_1,member,/c/en/crewmember,crewmember,/r/IsA,,1.0,/d/wiktionary/en
/c/en/member,member,/c/en/crewmember,crewmember,/r/DerivedFrom,,1.0,/d/wiktionary/en
/c/en/crewmember,crewmember,/c/en/slam_clicker/n,slam clicker,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/member,member,/c/en/crewmember/n,crewmember,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/crew,crew,/c/en/crewmember/n,crewmember,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/crew,crew,/c/en/crewmember,crewmember,/r/DerivedFrom,,1.0,/d/wiktionary/en
/c/en/crewmember,crewmember,/c/en/crewwoman/n,crewwoman,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/crewmember,crewmember,/c/en/crewmembers/n,crewmembers,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/diplomat/n/wn/person,diplomat,/c/en/nuncio/n/wn/roman_catholic,nuncio,/r/IsA,[[nuncio]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/high_commissioner/n/wn/person,high commissioner,/r/IsA,[[high commissioner]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/persona_grata/n/wn/person,persona grata,/r/IsA,[[persona grata]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/envoy/n/wn/person,envoy,/r/IsA,[[envoy]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomatic,diplomatic,/c/en/diplomat/n,diplomat,/r/RelatedTo,,2.0,/d/wiktionary/en
/c/en/mediator/n/wn/person,mediator,/c/en/diplomat/n/wn/person,diplomat,/r/IsA,[[diplomat]] is a type of [[mediator]],2.0,/d/wordnet/3.1
/c/en/official/n/wn/person,official,/c/en/diplomat/n/wn/person,diplomat,/r/IsA,[[diplomat]] is a type of [[official]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/plenipotentiary/n/wn/person,plenipotentiary,/r/IsA,[[plenipotentiary]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/internuncio/n/wn/roman_catholic,internuncio,/r/IsA,[[internuncio]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/george_frost_kennan/n/wn/person,George Frost Kennan,/r/IsA,[[George Frost Kennan]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/charge_d_affaires/n/wn/person,charge d affaires,/r/IsA,[[charge d affaires]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/persona_non_grata/n/wn/person,persona non grata,/r/IsA,[[persona non grata]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/consul/n/wn/person,consul,/r/IsA,[[consul]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/diplomatist/n/wn/person,diplomatist,/r/Synonym,[[diplomatist]] is a synonym of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomat/n/wn/person,diplomat,/c/en/minister/n/wn/person,minister,/r/IsA,[[minister]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/diplomacy,diplomacy,/c/en/diplomat/n,diplomat,/r/RelatedTo,,2.0,/d/wiktionary/en
/c/en/diplomat/n/wn/person,diplomat,/c/en/ambassador/n/wn/person,ambassador,/r/IsA,[[ambassador]] is a type of [[diplomat]],2.0,/d/wordnet/3.1
/c/en/stevedore/n/wn/person,stevedore,/c/en/dockworker/n/wn/person,dockworker,/r/Synonym,[[dockworker]] is a synonym of [[stevedore]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/gatekeeper/n/wn/person,gatekeeper,/r/Synonym,[[gatekeeper]] is a synonym of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/usher/n/wn/person,usher,/c/en/doorkeeper/n/wn/person,doorkeeper,/r/Synonym,[[doorkeeper]] is a synonym of [[usher]],2.0,/d/wordnet/3.1
/c/en/clergyman/n/wn/person,clergyman,/c/en/doorkeeper/n/wn/person,doorkeeper,/r/IsA,[[doorkeeper]] is a type of [[clergyman]],2.0,/d/wordnet/3.1
/c/en/guard/n/wn/person,guard,/c/en/doorkeeper/n/wn/person,doorkeeper,/r/IsA,[[doorkeeper]] is a type of [[guard]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/ostiarius/n/wn/person,ostiarius,/r/Synonym,[[ostiarius]] is a synonym of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/ticket_collector/n/wn/person,ticket collector,/r/IsA,[[ticket collector]] is a type of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/commissionaire/n/wn/person,commissionaire,/r/IsA,[[commissionaire]] is a type of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/door_guard/n/wn/person,door guard,/r/Synonym,[[door guard]] is a synonym of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/porter/n/wn/person,porter,/r/Synonym,[[porter]] is a synonym of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/holy_order/n/wn/state,holy order,/c/en/doorkeeper/n/wn/person,doorkeeper,/r/IsA,[[doorkeeper]] is a type of [[holy order]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/doorman/n/wn/person,doorman,/r/Synonym,[[doorman]] is a synonym of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/ostiary/n/wn/person,ostiary,/r/Synonym,[[ostiary]] is a synonym of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/hall_porter/n/wn/person,hall porter,/r/Synonym,[[hall porter]] is a synonym of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/doorkeeper/n/wn/person,doorkeeper,/c/en/night_porter/n/wn/person,night porter,/r/IsA,[[night porter]] is a type of [[doorkeeper]],2.0,/d/wordnet/3.1
/c/en/writer/n/wn/person,writer,/c/en/drafter/n/wn/person,drafter,/r/IsA,[[drafter]] is a type of [[writer]],2.0,/d/wordnet/3.1
/c/en/drafter,drafter,/c/en/drawing/n/wikt/en_2,drawing,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/legislative,legislative,/c/en/drafter/n,drafter,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/drafter,drafter,/c/en/draughter/n,draughter,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/drafter,drafter,/c/en/drafters/n,drafters,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/drafter,drafter,/c/en/draughtsman/n,draughtsman,/r/Synonym,,1.0,/d/wiktionary/en
/c/en/draughtsman,draughtsman,/c/en/drafter/n,drafter,/r/Synonym,,1.0,/d/wiktionary/en
/c/en/bill,bill,/c/en/drafter/n,drafter,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/draft,draft,/c/en/drafter,drafter,/r/DerivedFrom,,1.0,/d/wiktionary/en
/c/en/draft,draft,/c/en/drafter/n,drafter,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/drafter,drafter,/c/en/drafters/n,drafters,/r/RelatedTo,,1.0,/d/wiktionary/fr
/c/en/technical_drawing,technical drawing,/c/en/drafter/n,drafter,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/us,us,/c/en/drafter/n,drafter,/r/HasContext,,1.0,/d/wiktionary/en
/c/en/sport,a sport,/c/en/equestrian,Equestrian,/r/IsA,[[Equestrian]] is [[a sport]],3.4641016151377544,/d/conceptnet/4/en
/c/en/horseman/n/wn/person,horseman,/c/en/equestrian/n/wn/person,equestrian,/r/Synonym,[[equestrian]] is a synonym of [[horseman]],2.0,/d/wordnet/3.1
/c/en/equestrian,equestrian,/c/en/horse,horse,/r/RelatedTo,[[horse]] is related to [[equestrian]],1.7329999999999997,/d/verbosity
/c/en/administrator/n/wn/person,administrator,/c/en/executive/n/wn/person,executive,/r/IsA,[[executive]] is a type of [[administrator]],2.0,/d/wordnet/3.1
/c/en/executive/n/wn/group,executive,/c/en/clinton_administration/n/wn/group,Clinton administration,/r/IsA,[[Clinton administration]] is a type of [[executive]],2.0,/d/wordnet/3.1
/c/en/executive/n/wn/group,executive,/c/en/reagan_administration/n/wn/group,Reagan administration,/r/IsA,[[Reagan administration]] is a type of [[executive]],2.0,/d/wordnet/3.1
/c/en/executive/n/wn/person,executive,/c/en/minister/n/wn/person,minister,/r/IsA,[[minister]] is a type of [[executive]],2.0,/d/wordnet/3.1
/c/en/executive/n/wn/person,executive,/c/en/surgeon_general/n/wn/person,Surgeon General,/r/IsA,[[Surgeon General]] is a type of [[executive]],2.0,/d/wordnet/3.1
/c/en/executive/n/wn/person,executive,/c/en/executive_director/n/wn/person,executive director,/r/Synonym,[[executive director]] is a synonym of [[executive]],2.0,/d/wordnet/3.1
/c/en/executive/n/wn/person,executive,/c/en/corporate_executive/n/wn/person,corporate executive,/r/IsA,[[corporate executive]] is a type of [[executive]],2.0,/d/wordnet/3.1
/c/en/executive/n/wn/group,executive,/c/en/bush_administration/n/wn/group,Bush administration,/r/IsA,[[Bush administration]] is a type of [[executive]],2.0,/d/wordnet/3.1
/c/en/executive/n,executive,/c/en/chief_executive,chief executive,/r/DerivedFrom,,2.0,/d/wiktionary/de
/c/en/executive/n/wn/person,executive,/c/en/rainmaker/n/wn/person,rainmaker,/r/IsA,[[rainmaker]] is a type of [[executive]],2.0,/d/wordnet/3.1
/c/en/executive/n/wn/group,executive,/c/en/carter_administration/n/wn/group,Carter administration,/r/IsA,[[Carter administration]] is a type of [[executive]],2.0,/d/wordnet/3.1
/c/en/enforcing_law,enforcing law,/c/en/executive,Executive,/r/UsedFor,[[Executive]] is for [[enforcing law]].,2.0,/d/conceptnet/4/en
/c/en/executive/n/wn/person,executive,/c/en/vice_president/n/wn/person,vice president,/r/IsA,[[vice president]] is a type of [[executive]],2.0,/d/wordnet/3.1
/c/en/administration/n/wn/group,administration,/c/en/executive/n/wn/group,executive,/r/IsA,[[executive]] is a type of [[administration]],2.0,/d/wordnet/3.1
/c/en/administrator/n/wn/person,administrator,/c/en/executive/n/wn/person,executive,/r/Synonym,[[executive]] is a synonym of [[administrator]],2.0,/d/wordnet/3.1
/c/en/firefighter/n,firefighter,/c/en/firewoman,firewoman,/r/IsA,,2.0,/d/wiktionary/en
/c/en/firefighter,firefighter,/c/en/fireman/n,fireman,/r/IsA,,2.0,/d/wiktionary/en
/c/en/fireman/n/wn/person,fireman,/c/en/firefighter/n/wn/person,firefighter,/r/Synonym,[[firefighter]] is a synonym of [[fireman]],2.0,/d/wordnet/3.1
/c/en/firefighter/n,firefighter,/c/en/fireman,fireman,/r/IsA,,2.0,/d/wiktionary/en
/c/en/mender/n/wn/person,mender,/c/en/fixer/n/wn/person,fixer,/r/Synonym,[[fixer]] is a synonym of [[mender]],2.0,/d/wordnet/3.1
/c/en/important_person/n/wn/person,important person,/c/en/fixer/n/wn/person,fixer,/r/IsA,[[fixer]] is a type of [[important person]],2.0,/d/wordnet/3.1
/c/en/methadone/n/wn/artifact,methadone,/c/en/fixer/n/wn/artifact,fixer,/r/Synonym,[[fixer]] is a synonym of [[methadone]],2.0,/d/wordnet/3.1
/c/en/fixing_agent/n/wn/substance,fixing agent,/c/en/fixer/n/wn/substance,fixer,/r/Synonym,[[fixer]] is a synonym of [[fixing agent]],2.0,/d/wordnet/3.1
/c/en/fixer/n/wn/person,fixer,/c/en/influence_peddler/n/wn/person,influence peddler,/r/Synonym,[[influence peddler]] is a synonym of [[fixer]],2.0,/d/wordnet/3.1
/c/en/circular/n/wn/communication,circular,/c/en/flyer/n/wn/communication,flyer,/r/Synonym,[[flyer]] is a synonym of [[circular]],2.0,/d/wordnet/3.1
/c/en/flier/n/wn/person,flier,/c/en/flyer/n/wn/person,flyer,/r/Synonym,[[flyer]] is a synonym of [[flier]],2.0,/d/wordnet/3.1
/c/en/flyer,flyer,/c/en/bird,bird,/r/RelatedTo,[[bird]] is related to [[flyer]],1.5579999999999998,/d/verbosity
/c/en/advertisement,advertisement,/c/en/flyer,flyer,/r/RelatedTo,[[flyer]] is related to [[advertisement]],1.274,/d/verbosity
/c/en/pamphlet,pamphlet,/c/en/flyer,flyer,/r/RelatedTo,[[flyer]] is related to [[pamphlet]],1.1680000000000001,/d/verbosity
/c/en/leaflet,leaflet,/c/en/flyer,flyer,/r/RelatedTo,[[flyer]] is related to [[leaflet]],1.145,/d/verbosity
/c/en/kangaroo,kangaroo,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/circular,circular,/c/en/flyer,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/doe,doe,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flying_buttress,flying buttress,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/desk_drop/n,desk drop,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/brochure,brochure,/c/en/flyer,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/risky,risky,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/jill,jill,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/microflyer,microflyer,/r/DerivedFrom,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flysheet/n,flysheet,/r/Synonym,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/base/v/wikt/en_1,base,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/architecture,architecture,/c/en/flyer/n,flyer,/r/HasContext,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/circular/n,circular,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/leap,leap,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/female,female,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/handbill,handbill,/c/en/flyer,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/circular/n,circular,/r/Synonym,,1.0,/d/wiktionary/fr
/c/en/flyer,flyer,/c/en/flyers/n,flyers,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/airplane,airplane,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/roo,roo,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flier/v,flier,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/jump,jump,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer/n,flyer,/c/en/take_flyer,take flyer,/r/DerivedFrom,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/fly_sheet/n,fly sheet,/r/Synonym,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flyering/v,flyering,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/twist,twist,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/spinning,spinning,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/catalogue,catalogue,/c/en/flyer,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/cheerleading,cheerleading,/c/en/flyer/n,flyer,/r/HasContext,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flyposter/n,flyposter,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flier/n,flier,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flyers/n,flyers,/r/RelatedTo,,1.0,/d/wiktionary/fr
/c/en/flyer,flyer,/c/en/base/n/wikt/en_1,base,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/venture,venture,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/junk_mail,junk mail,/c/en/flyer,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/staircase,staircase,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/envelope_stuffer/n,envelope stuffer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/fly,fly,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/rectangular,rectangular,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/arch,arch,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flyered/v,flyered,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flyering/n,flyering,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/investment,investment,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/basket_toss/n,basket toss,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/firearms,firearms,/c/en/flyer/n,flyer,/r/HasContext,,1.0,/d/wiktionary/en
/c/en/booklet,booklet,/c/en/flyer,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/thread,thread,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/winder,winder,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/bobbin,bobbin,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/acrobatics,acrobatics,/c/en/flyer/n,flyer,/r/HasContext,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flypost/v,flypost,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/throw_away/n,throw away,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/winder/n/wikt/en_1,winder,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/base,base,/c/en/flyer/n,flyer,/r/SimilarTo,,1.0,/d/wiktionary/en
/c/en/step,step,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flying_buttress/n,flying buttress,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/ride,ride,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/leaflet,leaflet,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/flyer,flyer,/c/en/flyers/v,flyers,/r/FormOf,,1.0,/d/wiktionary/en
/c/en/pilot,pilot,/c/en/flyer/n,flyer,/r/RelatedTo,,1.0,/d/wiktionary/en
/c/en/follower/n/wn/person,follower,/c/en/vassal/n/wn/person,vassal,/r/IsA,[[vassal]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/skinnerian/n/wn/person,Skinnerian,/r/IsA,[[Skinnerian]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/inferior/n/wn/person,inferior,/r/IsA,[[inferior]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/nestorian/n/wn/person,Nestorian,/r/IsA,[[Nestorian]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/keynesian/n/wn/person,Keynesian,/r/IsA,[[Keynesian]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/flunky/n/wn/person,flunky,/r/IsA,[[flunky]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/person/n/wn,person,/c/en/follower/n/wn/person,follower,/r/IsA,[[follower]] is a type of [[person]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/newtonian/n/wn/person,Newtonian,/r/IsA,[[Newtonian]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/tagalong/n/wn/person,tagalong,/r/IsA,[[tagalong]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/sheep/n/wn/person,sheep,/r/IsA,[[sheep]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/cartesian/n/wn/person,Cartesian,/r/IsA,[[Cartesian]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/shadow/n/wn/person,shadow,/r/IsA,[[shadow]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/tail/n/wn/person,tail,/r/IsA,[[tail]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/cultist/n/wn/person,cultist,/r/IsA,[[cultist]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/satellite/n/wn/person,satellite,/r/IsA,[[satellite]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/myrmidon/n/wn/person,myrmidon,/r/IsA,[[myrmidon]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/lamarckian/n/wn/person,Lamarckian,/r/IsA,[[Lamarckian]] is a type of [[follower]],2.0,/d/wordnet/3.1
/c/en/follower/n/wn/person,follower,/c/en/freudian/n/wn/person,Freudian,/r/IsA,[[Freudian]] is a type of [[follower]],2.0,/d/wordnet/3.1
